"Obec, mesto, mestská časť",Meno a priezvisko,Skratka politického subjektu
Klin nad Bodrogom,Eva Baloghová,SMER-SD
Kožuchov,Gejza Köver,SMER-SD
Kráľovský Chlmec,Karol Pataky,"MOST - HÍD, SMER-SD, KDH, SDKÚ-DS, SIEŤ"
Kravany,Jaroslav Capko,NEKA
Kysta,Helena Borčíková,NEKA
Ladmovce,Alžbeta Szabová,SMK-MKP
Lastovce,Michal Hrinko,"SMER-SD, KDH, MOST - HÍD"
Leles,Michal Zurbola,"MOST - HÍD, SMK-MKP"
Luhyňa,Mária Sedláčeková,KDH
Malá Tŕňa,Jozef Bojkovský,SMER-SD
Malé Ozorovce,Milan Dolák,SMER-SD
Malé Trakany,Arpád Petrik,NEKA
Malý Horeš,Csaba Furik,SMK-MKP
Malý Kamenec,Ágnes Máté,SMK-MKP
Michaľany,Daniel Ceran,SMER-SD
Nižný Žipov,Ján Garbár,NEKA
Novosad,Jozef Jastrab,NEKA
Nový Ruskov,Ján Borovský,SMER-SD
Parchovany,Juraj Guzej,KDH
Plechotice,Marek Andráš,"KDH, SIEŤ"
Poľany,Mikuláš Csorba,MOST - HÍD
Pribeník,Ernest Fedor,SMK-MKP
Rad,Mária Mozsárová,NEKA
Sečovce,Jozef Gamrát,NEKA
Sirník,Viktor Kalán,"SMER-SD, MOST - HÍD"
Slivník,Vladimír Kráľovský,"SMER-SD, KDH, MOST - HÍD, Strana moderného Slovenska, SDS"
Slovenské Nové Mesto,Ján Kalinič,"SDKÚ-DS, SMER-SD"
Soľnička,Ladislav Krestyanko,SMK-MKP
Somotor,Ján Juhász,MOST - HÍD
Stanča,Ján Hančin,SMER-SD
Stankovce,Ján Krucovčin,NEKA
Strážne,Július Horváth,NEKA
Streda nad Bodrogom,Zoltán Mento,NEKA
Svätá Mária,Štefan Hornyák,SMK-MKP
Svätuše,Gustáv Liszkai,"SMER-SD, SMK-MKP, MOST - HÍD"
Svinice,Magdaléna Kondásová,"SMK-MKP, MOST - HÍD"
Trebišov,Marek Čižmár,NEKA
Trnávka,Martina Polčová,SMER-SD
Veľaty,Mikuláš Levkut,SMER-SD
Veľká Tŕňa,Vojtech Bodnár,"SDKÚ-DS, KDH"
Veľké Ozorovce,Alena Kováčová,SMER-SD
Veľké Trakany,József Kopasz,SMK-MKP
Veľký Horeš,Zoltán Pál,"MOST - HÍD, SMER-SD"
Veľký Kamenec,Attila Nagy,NEKA
Viničky,Michal Takáč,"SMER-SD, MOST - HÍD"
Višňov,Marta Pejová,SMER-SD
Vojčice,Vlastimil Kiral-Varga,SMER-SD
Vojka,Ján Kajla,SMK-MKP
Zatín,Zoltán Szaxon,"SMK-MKP, MOST - HÍD"
Zbehňov,Martin Timko,KDH
Zemplín,Mikuláš Takács,SMK-MKP
Zemplínska Nová Ves,Kamil Bodnár,NEKA
Zemplínska Teplica,Jozefína Uhaľová,NEKA
Zemplínske Hradište,Ján Oláh,"SMER-SD, KDH, SDKÚ-DS"
Zemplínske Jastrabie,Miroslav Maďar,"KDH, SMER-SD, SDKÚ-DS"
Zemplínsky Branč,Jozef Tóth,"KDH, MOST - HÍD"
